ligand,receptor,secreted
UCN,CRHR2,TRUE
UCN2,CRHR2,TRUE
UCN3,CRHR2,TRUE
CRH,MC2R,TRUE
POMC,MC2R,TRUE
CRH,GAL,TRUE
CXCL8,LPAR2,TRUE
LPA,LPAR2,TRUE
TNFSF15,TNFRSF25,FALSE
TNFSF12,TNFRSF25,FALSE
POMC,OPRK1,TRUE
PDYN,OPRK1,TRUE
PENK,OPRK1,TRUE
POMC,MC1R,TRUE
AGRP,MC1R,FALSE
POMC,MC3R,TRUE
AGRP,MC3R,FALSE
POMC,MC4R,TRUE
AGRP,MC4R,FALSE
NPY,MC4R,TRUE
POMC,MC5R,TRUE
AGRP,MC5R,FALSE
POMC,OPRL1,TRUE
PDYN,OPRL1,TRUE
PENK,OPRL1,TRUE
PNOC,OPRL1,TRUE
PENK,MRGPRX1,TRUE
PENK,OGFR,TRUE
PENK,MRGPRX4,TRUE
EDA,EDAR,FALSE
EDA,EDA2R,FALSE
EDN1,ADGRL4,TRUE
EDN1,CYSLTR2,TRUE
EDN1,NPR3,TRUE
NPPA,NPR3,TRUE
NPPB,NPR3,TRUE
NPPC,NPR3,TRUE
OSTN,NPR3,TRUE
VIP,NPR3,TRUE
EDN1,CYSLTR1,TRUE
VEGFC,LYVE1,TRUE
VEGFC,CCBE1,TRUE
ADAMTS3,CCBE1,FALSE
VEGFC,VIPR2,TRUE
GHRH,VIPR2,TRUE
ADCYAP1,VIPR2,TRUE
VIP,VIPR2,TRUE
SCT,VIPR2,TRUE
VEGFD,ITGA2,TRUE
RELN,ITGA2,FALSE
VTN,ITGA2,TRUE
THBS1,ITGA2,FALSE
THBS2,ITGA2,FALSE
VWF,ITGA2,TRUE
COMP,ITGA2,TRUE
LAMB1,ITGA2,FALSE
LAMA4,ITGA2,FALSE
LAMA5,ITGA2,FALSE
LAMC1,ITGA2,FALSE
LAMC2,ITGA2,FALSE
TNC,ITGA2,FALSE
COL6A3,ITGA2,TRUE
LAMA3,ITGA2,FALSE
LAMC3,ITGA2,FALSE
LAMA1,ITGA2,FALSE
LAMB3,ITGA2,FALSE
SPP1,ITGA2,TRUE
LAMA2,ITGA2,FALSE
LAMB2,ITGA2,FALSE
CHAD,ITGA2,FALSE
COL6A6,ITGA2,TRUE
THBS4,ITGA2,FALSE
DUSP18,ITGA2,FALSE
COL11A2,ITGA2,TRUE
ANXA1,FPR3,FALSE
MT-RNR2,FPR3,TRUE
SAA1,SCARB1,TRUE
THBS1,SCARB1,FALSE
APOE,SCARB1,TRUE
GAL,GALR1,TRUE
GALP,GALR1,TRUE
GAL,GALR2,TRUE
GALP,GALR2,TRUE
SPX,GALR2,TRUE
GAL,GALR3,TRUE
GALP,GALR3,TRUE
SPX,GALR3,TRUE
GAL,GPR151,TRUE
CCL4L1,GPR151,FALSE
GDF15,GFRAL,TRUE
GHRL,PTGER3,TRUE
GHRL,MLNR,TRUE
MLN,MLNR,TRUE
GHRL,PTGIR,TRUE
GHRL,GHRHR,TRUE
GHRH,GHRHR,TRUE
GHRL,GPR39,TRUE
GIP,GIPR,TRUE
GCG,GIPR,TRUE
GCG,GLP1R,TRUE
GCG,GLP2R,TRUE
GCG,GCGR,TRUE
GDF9,FXYD6,TRUE
GDF9,HAS2,TRUE
NPPA,NPR1,TRUE
NPPB,NPR1,TRUE
NPPC,NPR1,TRUE
NPPA,NPR2,TRUE
NPPB,NPR2,TRUE
NPPC,NPR2,TRUE
NPPA,HTR3A,TRUE
GUCA2A,GUCY2C,TRUE
GUCA2B,GUCY2C,TRUE
GUCA1A,GUCY2F,FALSE
GUCA1B,GUCY2F,FALSE
RSPO1,LGR6,TRUE
RSPO2,LGR6,FALSE
RSPO3,LGR6,TRUE
RSPO4,LGR6,TRUE
RSPO1,RNF43,TRUE
RSPO2,RNF43,FALSE
IL17C,IL17RE,TRUE
IL17C,IL17RA,TRUE
IL17A,IL17RA,FALSE
IL17F,IL17RA,TRUE
IL17B,IL17RA,TRUE
IL25,IL17RA,TRUE
IL17C,IL17RC,TRUE
IL17A,IL17RC,FALSE
IL17F,IL17RC,TRUE
IL18,IL18R1,TRUE
IL37,IL18R1,TRUE
IL18,IL18RAP,TRUE
IL37,IL18RAP,TRUE
IL18,IL1RAPL1,TRUE
IL37,IL1RAPL1,TRUE
IL1F10,IL1RAPL1,TRUE
IL17B,IL17RB,TRUE
IL25,IL17RB,TRUE
IL33,IL1RL1,TRUE
KISS1,KISS1R,TRUE
PMCH,MCHR1,TRUE
PMCH,MCHR2,TRUE
AGRP,ATRN,FALSE
TAC1,TACR1,TRUE
TAC3,TACR1,TRUE
TAC4,TACR1,TRUE
TAC1,TACR2,TRUE
TAC3,TACR2,TRUE
TAC4,TACR2,TRUE
TAC1,TACR3,TRUE
TAC3,TACR3,TRUE
TAC4,TACR3,TRUE
NMS,NMUR1,TRUE
NMU,NMUR1,TRUE
NMS,NMUR2,TRUE
NMU,NMUR2,TRUE
NPB,NPBWR1,TRUE
NPW,NPBWR1,TRUE
NPB,NPBWR2,TRUE
NPW,NPBWR2,TRUE
NPFF,NPFFR1,TRUE
NPVF,NPFFR1,TRUE
NPFF,NPFFR2,TRUE
NPVF,NPFFR2,TRUE
HCRT,NPFFR2,TRUE
NPY,NPFFR2,TRUE
NPS,NPSR1,TRUE
NTS,NTSR1,TRUE
NTS,NTSR2,TRUE
NTS,PKD1,TRUE
OXT,AVPR1B,TRUE
AVP,AVPR1B,TRUE
OXT,AVPR2,TRUE
AVP,AVPR2,TRUE
C1QTNF1,AVPR2,FALSE
HCRT,HCRTR1,TRUE
HCRT,HCRTR2,TRUE
ADCYAP1,SCTR,TRUE
VIP,SCTR,TRUE
SCT,SCTR,TRUE
PROK1,PROKR1,TRUE
PROK2,PROKR1,TRUE
PROK1,PROKR2,TRUE
PROK2,PROKR2,TRUE
ADIPOQ,PROKR2,TRUE
PRLH,PRLHR,TRUE
PTHLH,PRLHR,TRUE
NPY,PRLHR,TRUE
PTHLH,PTH2R,TRUE
PTH2,PTH2R,TRUE
PTH,PTH2R,TRUE
NPY,NPY1R,TRUE
PYY,NPY1R,TRUE
PPY,NPY1R,TRUE
PYY2,NPY1R,TRUE
NPY,NPY2R,TRUE
PYY,NPY2R,TRUE
PPY,NPY2R,TRUE
NPY,NPY4R,TRUE
PYY,NPY4R,TRUE
PPY,NPY4R,TRUE
NPY,NPY5R,TRUE
PYY,NPY5R,TRUE
PPY,NPY5R,TRUE
NPY,NPY6R,TRUE
PYY,NPY6R,TRUE
PPY,NPY6R,TRUE
NPY,GPR83,TRUE
PYY,GPR83,TRUE
PPY,GPR83,TRUE
QRFP,QRFPR,TRUE
QRFP,P2RY14,TRUE
TNFSF11,TNFRSF11A,FALSE
RLN2,RXFP1,TRUE
RLN1,RXFP1,TRUE
RLN3,RXFP1,FALSE
INSL3,RXFP1,TRUE
INSL5,RXFP1,TRUE
RLN2,RXFP2,TRUE
RLN1,RXFP2,TRUE
RLN3,RXFP2,FALSE
INSL3,RXFP2,TRUE
INSL5,RXFP2,TRUE
RLN2,RXFP3,TRUE
RLN1,RXFP3,TRUE
RLN3,RXFP3,FALSE
INSL3,RXFP3,TRUE
INSL5,RXFP3,TRUE
CORT,SSTR1,TRUE
SST,SSTR1,TRUE
CORT,SSTR2,TRUE
SST,SSTR2,TRUE
CORT,SSTR3,TRUE
SST,SSTR3,TRUE
CORT,SSTR4,TRUE
SST,SSTR4,TRUE
TNFSF12,TNFRSF12A,FALSE
TNFSF12,CD163,FALSE
HP,CD163,TRUE
PF4,CD163,TRUE
UTS2,UTS2R,TRUE
UTS2B,UTS2R,TRUE
TXLNA,STX1A,TRUE
LGI3,STX1A,TRUE
RPH3A,NRXN1,FALSE
NXPH1,NRXN1,TRUE
NXPH2,NRXN1,TRUE
NLGN2,NRXN1,FALSE
NXPH3,NRXN1,TRUE
NLGN3,NRXN1,FALSE
NLGN1,NRXN1,FALSE
RELN,ITGA8,FALSE
VTN,ITGA8,TRUE
THBS1,ITGA8,FALSE
THBS2,ITGA8,FALSE
VWF,ITGA8,TRUE
COMP,ITGA8,TRUE
LAMB1,ITGA8,FALSE
LAMA4,ITGA8,FALSE
LAMA5,ITGA8,FALSE
LAMC1,ITGA8,FALSE
LAMC2,ITGA8,FALSE
TNC,ITGA8,FALSE
COL6A3,ITGA8,TRUE
LAMA3,ITGA8,FALSE
LAMC3,ITGA8,FALSE
LAMA1,ITGA8,FALSE
LAMB3,ITGA8,FALSE
SPP1,ITGA8,TRUE
LAMA2,ITGA8,FALSE
LAMB2,ITGA8,FALSE
CHAD,ITGA8,FALSE
NPNT,ITGA8,TRUE
COL6A6,ITGA8,TRUE
THBS4,ITGA8,FALSE
COL11A2,ITGA8,TRUE
SLIT2,ROBO4,TRUE
SLIT3,ROBO4,TRUE
ANXA2,ROBO4,FALSE
RELN,ITGA11,FALSE
VTN,ITGA11,TRUE
THBS1,ITGA11,FALSE
THBS2,ITGA11,FALSE
VWF,ITGA11,TRUE
COMP,ITGA11,TRUE
LAMB1,ITGA11,FALSE
LAMA4,ITGA11,FALSE
LAMA5,ITGA11,FALSE
LAMC1,ITGA11,FALSE
LAMC2,ITGA11,FALSE
TNC,ITGA11,FALSE
COL6A3,ITGA11,TRUE
LAMA3,ITGA11,FALSE
LAMC3,ITGA11,FALSE
LAMA1,ITGA11,FALSE
LAMB3,ITGA11,FALSE
SPP1,ITGA11,TRUE
LAMA2,ITGA11,FALSE
LAMB2,ITGA11,FALSE
CHAD,ITGA11,FALSE
COL6A6,ITGA11,TRUE
THBS4,ITGA11,FALSE
CLEC11A,ITGA11,TRUE
COL11A2,ITGA11,TRUE
RELN,ITGA10,FALSE
VTN,ITGA10,TRUE
THBS1,ITGA10,FALSE
THBS2,ITGA10,FALSE
VWF,ITGA10,TRUE
COMP,ITGA10,TRUE
LAMB1,ITGA10,FALSE
LAMA4,ITGA10,FALSE
LAMA5,ITGA10,FALSE
LAMC1,ITGA10,FALSE
LAMC2,ITGA10,FALSE
TNC,ITGA10,FALSE
COL6A3,ITGA10,TRUE
LAMA3,ITGA10,FALSE
LAMC3,ITGA10,FALSE
LAMA1,ITGA10,FALSE
LAMB3,ITGA10,FALSE
SPP1,ITGA10,TRUE
LAMA2,ITGA10,FALSE
LAMB2,ITGA10,FALSE
CHAD,ITGA10,FALSE
COL6A6,ITGA10,TRUE
THBS4,ITGA10,FALSE
CLEC11A,ITGA10,TRUE
COL11A2,ITGA10,TRUE
RELN,LRP8,FALSE
APOE,LRP8,TRUE
APOB,LRP8,TRUE
SPON1,LRP8,TRUE
ICAM1,ITGAX,FALSE
ICAM3,ITGAD,FALSE
VCAM1,ITGAD,FALSE
HPGDS,PTGDR2,FALSE
SCGB1A1,PTGFR,TRUE
IL32,PTGER1,TRUE
HLA-G,KIR2DL1,FALSE
HLA-A,KIR2DL1,FALSE
HLA-B,KIR2DL1,FALSE
HLA-C,KIR2DL1,FALSE
HLA-F,KIR2DL1,FALSE
HLA-E,KIR2DL1,FALSE
HLA-G,KLRC2,FALSE
HLA-A,KLRC2,FALSE
HLA-B,KLRC2,FALSE
HLA-C,KLRC2,FALSE
HLA-F,KLRC2,FALSE
HLA-E,KLRC2,FALSE
HLA-G,KLRC1,FALSE
HLA-A,KLRC1,FALSE
HLA-B,KLRC1,FALSE
HLA-C,KLRC1,FALSE
HLA-F,KLRC1,FALSE
HLA-E,KLRC1,FALSE
CALR,SCARF1,FALSE
CNTN2,CNTNAP2,FALSE
DBH,ADRB1,FALSE
CTSG,THBD,FALSE
PF4,THBD,TRUE
PSPN,GFRA4,TRUE
HP,ASGR1,TRUE
TG,ASGR1,TRUE
HP,ASGR2,TRUE
ADIPOQ,ASGR2,TRUE
DSC1,DSG3,FALSE
DSC3,DSG3,FALSE
DSC2,DSG3,FALSE
EFEMP2,LINGO1,TRUE
LGI1,RTN4R,TRUE
SEMA3A,PLXNA4,TRUE
SEMA6B,PLXNA4,FALSE
SEMA3C,PLXND1,FALSE
SEMA3D,PLXND1,FALSE
SEMA3E,PLXND1,FALSE
SEMA5A,PLXNB3,FALSE
SEMA7A,PLXNC1,FALSE
ADIPOQ,ADIPOR1,TRUE
ADIPOQ,ADIPOR2,TRUE
ADIPOQ,GPR42,TRUE
FAM3C,GPR42,TRUE
CCL4L1,GPR42,FALSE
ADIPOQ,CLEC2D,TRUE
FAM3C,CLEC2D,TRUE
ADIPOQ,WIF1,TRUE
HLA-G,KIR2DL4,FALSE
HLA-A,KIR2DL4,FALSE
HLA-B,KIR2DL4,FALSE
HLA-C,KIR2DL4,FALSE
HLA-F,KIR2DL4,FALSE
HLA-E,KIR2DL4,FALSE
HLA-G,CD8B2,FALSE
HLA-A,CD8B2,FALSE
HLA-B,CD8B2,FALSE
HLA-C,CD8B2,FALSE
HLA-F,CD8B2,FALSE
HLA-E,CD8B2,FALSE
HLA-G,KIR3DL2,FALSE
HLA-A,KIR3DL2,FALSE
HLA-B,KIR3DL2,FALSE
HLA-C,KIR3DL2,FALSE
HLA-F,KIR3DL2,FALSE
HLA-E,KIR3DL2,FALSE
HLA-G,KIR2DS1,FALSE
HLA-A,KIR2DS1,FALSE
HLA-B,KIR2DS1,FALSE
HLA-C,KIR2DS1,FALSE
HLA-F,KIR2DS1,FALSE
HLA-E,KIR2DS1,FALSE
HLA-G,KIR2DS3,FALSE
HLA-A,KIR2DS3,FALSE
HLA-B,KIR2DS3,FALSE
HLA-C,KIR2DS3,FALSE
HLA-F,KIR2DS3,FALSE
HLA-E,KIR2DS3,FALSE
HLA-G,KIR2DS5,FALSE
HLA-A,KIR2DS5,FALSE
HLA-B,KIR2DS5,FALSE
HLA-C,KIR2DS5,FALSE
HLA-F,KIR2DS5,FALSE
HLA-E,KIR2DS5,FALSE
HLA-G,KIR3DL3,FALSE
HLA-A,KIR3DL3,FALSE
HLA-B,KIR3DL3,FALSE
HLA-C,KIR3DL3,FALSE
HLA-F,KIR3DL3,FALSE
HLA-E,KIR3DL3,FALSE
HLA-G,KIR2DS4,FALSE
HLA-A,KIR2DS4,FALSE
HLA-B,KIR2DS4,FALSE
HLA-C,KIR2DS4,FALSE
HLA-F,KIR2DS4,FALSE
HLA-E,KIR2DS4,FALSE
HLA-G,KLRC4,FALSE
HLA-A,KLRC4,FALSE
HLA-B,KLRC4,FALSE
HLA-C,KLRC4,FALSE
HLA-F,KLRC4,FALSE
HLA-E,KLRC4,FALSE
HLA-G,KLRC3,FALSE
HLA-A,KLRC3,FALSE
HLA-B,KLRC3,FALSE
HLA-C,KLRC3,FALSE
HLA-F,KLRC3,FALSE
HLA-E,KLRC3,FALSE
HLA-G,KIR2DL2,FALSE
HLA-A,KIR2DL2,FALSE
HLA-B,KIR2DL2,FALSE
HLA-C,KIR2DL2,FALSE
HLA-F,KIR2DL2,FALSE
HLA-E,KIR2DL2,FALSE
SLIT1,ROBO1,TRUE
SLIT2,ROBO1,TRUE
SLIT3,ROBO1,TRUE
SLIT1,ROBO2,TRUE
SLIT2,ROBO2,TRUE
OLFM2,ROBO2,TRUE
SLIT3,ROBO2,TRUE
SLIT1,ROBO3,TRUE
NELL2,ROBO3,TRUE
SLIT1,FLRT3,TRUE
THBS1,LTBP1,FALSE
THBS2,LTBP1,FALSE
COMP,LTBP1,TRUE
THBS4,LTBP1,FALSE
FZD8,CKAP4,FALSE
VWF,SCARA5,TRUE
VWF,STAB2,TRUE
VWF,GP9,TRUE
VWF,GP1BB,TRUE
GRN,CLEC4M,TRUE
ICAM3,CLEC4M,FALSE
APOE,CHRNA4,TRUE
SLURP1,CHRNA4,TRUE
SLURP2,CHRNA4,TRUE
APOB,OLR1,TRUE
FGF19,KLB,TRUE
FGF21,KLB,TRUE
RETN,CAP1,TRUE
LILRB1,OSCAR,FALSE
TGS1,RXRA,FALSE
WNT7B,TMED5,TRUE
WNT9A,CHRNA1,TRUE
WNT9B,CHRNA1,TRUE
SLURP1,CHRNA1,TRUE
SLURP2,CHRNA1,TRUE
NTN1,UNC5C,TRUE
NTN1,UNC5A,TRUE
NTN4,UNC5A,TRUE
NTN1,ADORA2B,TRUE
NTN1,NEO1,TRUE
NTN3,NEO1,TRUE
RGMA,NEO1,TRUE
NXPH1,NRXN3,TRUE
LGALS9,MRC2,TRUE
CER1,MRC2,TRUE
HLA-A,LILRA1,FALSE
HLA-B,LILRA1,FALSE
HLA-C,LILRA1,FALSE
HLA-C,LILRA3,FALSE
HLA-C,KIR2DS2,FALSE
LGALS9,HAVCR2,TRUE
LGALS9,COLEC12,TRUE
IL1F10,IL1RAPL2,TRUE
IL16,KCNJ10,FALSE
IL16,GRIN2C,FALSE
TXLNA,STX3,TRUE
TXLNA,STX4,TRUE
ICAM3,CD209,FALSE
ICAM5,CD209,FALSE
CD209,NR3C2,FALSE
NECTIN2,CD96,FALSE
NECTIN2,TIGIT,FALSE
NECTIN4,TIGIT,FALSE
NECTIN2,PVRIG,FALSE
PCSK1N,GPR171,TRUE
RETN,GPR25,TRUE
LAMB1,SV2B,FALSE
LAMA4,SV2B,FALSE
LAMA5,SV2B,FALSE
LAMC1,SV2B,FALSE
LAMC2,SV2B,FALSE
LAMA3,SV2B,FALSE
LAMC3,SV2B,FALSE
LAMA1,SV2B,FALSE
LAMB3,SV2B,FALSE
LAMA2,SV2B,FALSE
LAMB2,SV2B,FALSE
LAMB1,SV2C,FALSE
LAMA4,SV2C,FALSE
LAMA5,SV2C,FALSE
LAMC1,SV2C,FALSE
LAMC2,SV2C,FALSE
LAMA3,SV2C,FALSE
LAMC3,SV2C,FALSE
LAMA1,SV2C,FALSE
LAMB3,SV2C,FALSE
LAMA2,SV2C,FALSE
LAMB2,SV2C,FALSE
LAMB1,PRNP,FALSE
LAMA4,PRNP,FALSE
LAMA5,PRNP,FALSE
LAMC1,PRNP,FALSE
LAMC2,PRNP,FALSE
LAMA3,PRNP,FALSE
LAMC3,PRNP,FALSE
LAMA1,PRNP,FALSE
LAMB3,PRNP,FALSE
LAMA2,PRNP,FALSE
LAMB2,PRNP,FALSE
CLEC2B,KLRF1,FALSE
CLEC2B,KLRB1,FALSE
CLEC2A,KLRB1,FALSE
CLEC2D,KLRB1,FALSE
SLURP1,CHRNB2,TRUE
SLURP2,CHRNB2,TRUE
SLURP1,CHRNB3,TRUE
SLURP2,CHRNB3,TRUE
SLURP1,CHRNB4,TRUE
SLURP2,CHRNB4,TRUE
SLURP1,CHRNA2,TRUE
SLURP2,CHRNA2,TRUE
SLURP1,CHRNA3,TRUE
SLURP2,CHRNA3,TRUE
SLURP1,CHRNA5,TRUE
SLURP2,CHRNA5,TRUE
SLURP1,CHRNA6,TRUE
SLURP2,CHRNA6,TRUE
SLURP1,CHRNA9,TRUE
SLURP2,CHRNA9,TRUE
SLURP1,CHRNA10,TRUE
SLURP2,CHRNA10,TRUE
SLURP1,CHRND,TRUE
SLURP2,CHRND,TRUE
SLURP1,CHRNE,TRUE
SLURP2,CHRNE,TRUE
SLURP1,CHRNG,TRUE
SLURP2,CHRNG,TRUE
LMAN1,MCFD2,FALSE
BST2,LILRA4,FALSE
LAMA5,BCAM,FALSE
DSC1,DSG4,FALSE
DSC3,DSG4,FALSE
DSC2,DSG4,FALSE
LGALS3BP,VANGL1,FALSE
MIA,CDH7,TRUE
MIA,CDH19,TRUE
CNTN3,PTPRG,FALSE
CNTN4,PTPRG,FALSE
NPTX2,NPTXR,TRUE
NPTX1,NPTXR,FALSE
PIP,AQP5,TRUE
PIP,NPTN,TRUE
TFF2,MUC6,TRUE
S100A1,TRPM3,TRUE
S100A1,RYR1,TRUE
GSTO1,RYR1,FALSE
SCGB3A1,MARCO,TRUE
SCGB3A2,MARCO,TRUE
ARF6,SMAP1,FALSE
ANGPTL4,GPIHBP1,TRUE
TRH,TRHR,TRUE
DPP4,ADA,FALSE
PLG,PLGRKT,TRUE
LPA,LPAR1,TRUE
LPA,LPAR4,TRUE
IZUMO1,IZUMO1R,FALSE
NCR3LG1,NCR3,FALSE
BAG6,NCR3,TRUE
EGFL8,NCR3,TRUE
NCR3LG1,TMIGD2,FALSE
ICAM4,RHAG,FALSE
S100A8,CD68,TRUE
S100A9,CD68,TRUE
SFTPD,LAIR1,FALSE
SFTPD,MBL2,FALSE
SPP1,PTGER4,TRUE
TF,TFR2,FALSE
RGMA,TFR2,TRUE
TF,GPR162,FALSE
CLEC2A,KLRF2,FALSE
C1QTNF5,MFRP,FALSE
S100A4,PGLYRP1,TRUE
CALML3,MYLK2,FALSE
CD99,PILRA,FALSE
CD99,CD99L2,FALSE
CD99,PILRB,FALSE
FAM3C,GLRA2,TRUE
IGFL2,IGFLR1,TRUE
IGFL1,IGFLR1,TRUE
IGFL3,IGFLR1,TRUE
NTNG2,LRRC4,FALSE
NTNG2,LRRC4C,FALSE
CIRBP,TREM1,TRUE
PGLYRP1,TREM1,FALSE
SCGB1A1,LMBR1L,TRUE
FGL1,LAG3,TRUE
LGALS3,LAG3,FALSE
SNCA,LAG3,TRUE
CCL18,PITPNM3,TRUE
ACE2,SLC6A19,FALSE
ALCAM,CHL1,FALSE
CD200,CD200R1,FALSE
CD200,CD200R1L,FALSE
CD200R1,CD200,FALSE
OBP2A,OR1G1,TRUE
AMELX,LAMP2,FALSE
AMELY,LAMP2,TRUE
CEACAM16,TECTB,TRUE
CEACAM16,TECTA,TRUE
COL8A2,SLC4A11,TRUE
CXCL17,GPR35,TRUE
ENHO,GPR19,TRUE
CCL4L1,GPR101,FALSE
CCL4L1,PGRMC2,FALSE
CFP,NCR1,TRUE
FSTL1,DIP2A,TRUE
LGI1,ADAM23,TRUE
LGI2,ADAM23,TRUE
LGI3,ADAM23,TRUE
LGI4,ADAM23,TRUE
MMRN2,CD248,TRUE
MMRN2,CLEC14A,TRUE
SECTM1,CD7,TRUE
SERPINF1,PLXDC2,TRUE
TCN1,CD320,TRUE
TOR2A,ATP5F1B,TRUE
LY6G5C,TMEM8A,TRUE
DBH,ADRA2C,FALSE
DBH,ADRA1A,FALSE
DBH,GPR161,FALSE
CHAT,CHRM5,FALSE
TH,DRD1,FALSE
TH,DRD3,FALSE
TH,DRD5,FALSE
ACP6,HEXIM1,FALSE
HPGDS,PTGDR,FALSE
CYP11A1,PAQR3,FALSE
COPA,P2RY6,TRUE
VSTM1,ADGRG3,FALSE
CLEC2D,KLRB1,FALSE
CLEC2D,CD161,FALSE
GDF15,TGFBR2,TRUE
Inhibin A,ACVR2A,TRUE
Inhibin B,ACVR2B,TRUE
WNT5A,FZD1,TRUE
WNT5A,FZD10,TRUE
WNT5A,FZD2,TRUE
WNT5A,FZD3,TRUE
WNT5A,FZD4,TRUE
WNT5A,FZD5,TRUE
WNT5A,FZD6,TRUE
WNT5A,FZD7,TRUE
WNT5A,FZD8,TRUE
WNT5A,FZD9,TRUE
WNT5A,MCAM,TRUE
WNT5B,FZD1,TRUE
WNT5B,FZD10,TRUE
WNT5B,FZD2,TRUE
WNT5B,FZD3,TRUE
WNT5B,FZD4,TRUE
WNT5B,FZD5,TRUE
WNT5B,FZD6,TRUE
WNT5B,FZD7,TRUE
WNT5B,FZD8,TRUE
WNT5B,FZD9,TRUE
WNT11,FZD1,TRUE
WNT11,FZD10,TRUE
WNT11,FZD2,TRUE
WNT11,FZD3,TRUE
WNT11,FZD4,TRUE
WNT11,FZD5,TRUE
WNT11,FZD6,TRUE
WNT11,FZD7,TRUE
WNT11,FZD8,TRUE
WNT11,FZD9,TRUE
EGF,EGFR,TRUE
TGFA,EGFR,TRUE
AREG,EGFR,TRUE
BTC,EGFR,TRUE
BTC,ERBB4,TRUE
HBEGF,EGFR,TRUE
HBEGF,ERBB4,TRUE
EREG,EGFR,TRUE
EREG,ERBB4,TRUE
NRG1,ERBB3,TRUE
NRG1,ERBB4,TRUE
NRG2,ERBB3,TRUE
NRG2,ERBB4,TRUE
NRG3,ERBB4,TRUE
NRG4,ERBB4,TRUE
FGF1,FGFR1,TRUE
FGF1,FGFR2,TRUE
FGF1,FGFR3,TRUE
FGF1,FGFR4,TRUE
FGF2,FGFR1,TRUE
FGF2,FGFR2,TRUE
FGF2,FGFR3,TRUE
FGF2,FGFR4,TRUE
FGF4,FGFR1,TRUE
FGF4,FGFR2,TRUE
FGF4,FGFR3,TRUE
FGF4,FGFR4,TRUE
FGF5,FGFR1,TRUE
FGF5,FGFR2,TRUE
FGF5,FGFR3,TRUE
FGF5,FGFR4,TRUE
FGF6,FGFR1,TRUE
FGF6,FGFR2,TRUE
FGF6,FGFR3,TRUE
FGF6,FGFR4,TRUE
FGF7,FGFR1,TRUE
FGF7,FGFR2,TRUE
FGF3,FGFR1,TRUE
FGF3,FGFR2,TRUE
FGF10,FGFR1,TRUE
FGF10,FGFR2,TRUE
FGF22,FGFR2,TRUE
FGF8,FGFR1,TRUE
FGF8,FGFR2,TRUE
FGF8,FGFR3,TRUE
FGF8,FGFR4,TRUE
FGF17,FGFR1,TRUE
FGF17,FGFR2,TRUE
FGF17,FGFR3,TRUE
FGF17,FGFR4,TRUE
FGF18,FGFR1,TRUE
FGF18,FGFR2,TRUE
FGF18,FGFR3,TRUE
FGF18,FGFR4,TRUE
FGF9,FGFR1,TRUE
FGF9,FGFR2,TRUE
FGF9,FGFR3,TRUE
FGF9,FGFR4,TRUE
FGF20,FGFR1,TRUE
FGF20,FGFR2,TRUE
FGF20,FGFR3,TRUE
FGF20,FGFR4,TRUE
FGF16,FGFR1,TRUE
FGF16,FGFR2,TRUE
FGF16,FGFR3,TRUE
FGF16,FGFR4,TRUE
FGF19,FGFR1,TRUE
FGF19,FGFR2,TRUE
FGF19,FGFR3,TRUE
FGF19,FGFR4,TRUE
FGF21,FGFR1,TRUE
FGF21,FGFR3,TRUE
FGF23,FGFR1,TRUE
FGF23,FGFR3,TRUE
FGF23,FGFR4,TRUE
PDGFA,PDGFRA,TRUE
PDGFA,PDGFRB,TRUE
PDGFB,PDGFRA,TRUE
PDGFB,PDGFRB,TRUE
PDGFC,PDGFRA,TRUE
PDGFD,PDGFRB,TRUE
VEGFA,FLT1,TRUE
VEGFA,KDR,TRUE
VEGFB,FLT1,TRUE
VEGFC,FLT4,TRUE
VEGFC,KDR,TRUE
VEGFD,FLT4,TRUE
VEGFD,KDR,TRUE
PGF,FLT1,TRUE
IGF1,IGF1R,TRUE
IGF2,IGF1R,TRUE
IGF2,IGF2R,TRUE
IGFL3,IGFLR1,TRUE
INS,INSR,TRUE
APLN,APLNR,TRUE
CCL5,CCR1,TRUE
CCL3,CCR1,TRUE
CCL3L1,CCR1,TRUE
CCL3L3,CCR1,TRUE
CCL8,CCR1,TRUE
CCL7,CCR1,TRUE
CCL13,CCR1,TRUE
CCL14,CCR1,TRUE
CCL15,CCR1,TRUE
CCL16,CCR1,TRUE
CCL23,CCR1,TRUE
CCL8,CCR2,TRUE
CCL7,CCR2,TRUE
CCL2,CCR2,TRUE
CCL27,CCR2,TRUE
CCL5,CCR3,TRUE
CCL7,CCR3,TRUE
CCL11,CCR3,TRUE
CCL24,CCR3,TRUE
CCL26,CCR3,TRUE
CCL28,CCR3,TRUE
CCL27,CCR3,TRUE
CCL17,CCR4,TRUE
CCL22,CCR4,TRUE
CCL5,CCR4,TRUE
CCL4,CCR5,TRUE
CCL5,CCR5,TRUE
CCL3,CCR5,TRUE
CCL20,CCR6,TRUE
CCL19,CCR7,TRUE
CCL21,CCR7,TRUE
CCL19,ACKR4,TRUE
CCL21,ACKR4,TRUE
CCL1,CCR8,TRUE
CCL25,CCR9,TRUE
CCL25,ACKR4,TRUE
CCL28,CCR10,TRUE
CCL27,CCR10,TRUE
CCL1,ACKR4,TRUE
CCL13,ACKR4,TRUE
CCL8,ACKR4,TRUE
CCL1,ACKR1,TRUE
CCL2,ACKR1,TRUE
CCL5,ACKR1,TRUE
